,term-or-expression,explicit-or-implicit,lemma,en-contextual-label,en-hate-label,label,pos,id,category,stereotype,level
3187,,,swipe,,,,v,EN7352,re,no,inclusive
3188,,,orangeish-black,,,,n,EN1517,asm,no,inclusive
3189,,,grasping,,,,a,EN705,svp,no,conservative
3190,,,brassica oleracea,,,,n,EN2268,or,no,inclusive
3191,,,fuque,,,,n,EN2304,asm,no,conservative
3192,,,pip-squeak,,,,n,EN5894,an,no,conservative
3193,,,freebooter,,,,n,EN2982,an,no,inclusive
3194,,,picaroon,,,,n,EN6948,re,no,inclusive
3195,,,triviality,,,,n,EN6382,asf,no,inclusive
3196,,,nigard,,,,n,EN717,svp,no,conservative
3197,,,libellers,,,,n,EN1947,re,no,inclusive
3198,,,junk,,,,n,EN2591,qas,no,inclusive
3199,,,buggering,,,,n,EN251,om,no,inclusive
3200,,,defame,,,,n,EN1986,re,no,inclusive
3201,,,rudely,,,,n,EN5611,dmc,yes,conservative
3202,,,pudendal hair,,,,n,EN4191,asf,no,inclusive
3203,,,larcency,,,,n,EN4360,re,no,inclusive
3204,,,trifler,,,,n,EN6831,dmc,yes,conservative
3205,,,prevaricating,,,,n,EN5022,qas,no,conservative
3206,,,academia,,,,n,EN113,pa,yes,inclusive
3207,,,stock,,,,a,EN6992,cds,no,inclusive
3208,,,bindle stiff,,,,n,EN1723,dmc,yes,conservative
3209,,,whoremonger,,,,n,EN3772,cds,no,conservative
3210,,,envied,,,,n,EN5190,svp,no,inclusive
3211,,,crapulent,,,,n,EN4668,svp,no,inclusive
3212,,,mesofauna,,,,n,EN387,an,no,inclusive
3213,,,cucumbers,,,,n,EN2834,or,no,inclusive
3214,,,illegitimate,,,,n,EN1325,cds,no,inclusive
3215,,,bulgarian,,,,n,EN1664,ps,yes,inclusive
3216,,,idiocies,,,,n,EN1905,asf,no,conservative
3217,,,castaway,,,,n,EN1866,dmc,yes,inclusive
3218,,,caimans,,,,n,EN7719,an,no,inclusive
3219,,,trash,,,,n,EN339,ddp,yes,conservative
3220,,,puffiness,,,,n,EN4925,cds,no,inclusive
3221,,,hand job,,,,n,EN6914,asm,no,conservative
3222,,,street walkers,,,,n,EN925,pr,no,conservative
3223,,,thefts,,,,n,EN4366,re,no,inclusive
3224,,,business man,,,,n,EN1578,qas,no,inclusive
3225,,,envier,,,,n,EN5181,svp,no,inclusive
3226,,,narcissistically,,,,n,EN6061,cds,no,inclusive
3227,,,accusing falsely,,,,n,EN2005,re,no,inclusive
3228,,,retail brokerage,,,,n,EN99,cds,no,inclusive
3229,,,bad-tempered,,,,a,EN6931,svp,no,conservative
3230,,,casanova complexes,,,,n,EN6345,cds,no,conservative
3231,,,sharks,,,,n,EN5831,an,no,inclusive
3232,,,egg,,,,n,EN699,asm,no,inclusive
3233,,,strigiform,,,,n,EN2661,an,no,inclusive
3234,,,princeton orange,,,,n,EN6475,or,no,inclusive
3235,,,scamp,,,,n,EN4774,cds,no,conservative
3236,,,blooper,,,,n,EN1387,cds,no,inclusive
3237,,,municipal composting,,,,n,EN2575,cds,no,inclusive
3238,,,frontal,,,,n,EN3235,om,no,inclusive
3239,,,scoffer,,,,n,EN5064,svp,no,conservative
3240,,,legal practitioner,,,,n,EN824,pa,yes,inclusive
3241,,,sexual dependencies,,,,n,EN6253,cds,no,conservative
3242,,,daub,,,,n,EN2884,cds,no,inclusive
3243,,,beau,,,,n,EN983,cds,no,inclusive
3244,,,pedantry,,,,n,EN7378,cds,no,inclusive
3245,,,amoralists,,,,n,EN3552,dmc,yes,inclusive
3246,,,buns,,,,n,EN3335,om,no,inclusive
3247,,,meanness,,,,n,EN608,svp,no,conservative
3248,,,jejune,,,,a,EN7147,ddp,yes,conservative
3249,,,posteriorily,,,,n,EN3337,om,no,inclusive
3250,,,dogs,,,,n,EN2070,an,no,inclusive
3251,,,billy-goat,,,,n,EN1129,an,no,inclusive
3252,,,taradiddle,,,,n,EN1028,qas,no,conservative
3253,,,sinner,,,,n,EN3678,cds,no,conservative
3254,,,groveller,,,,n,EN7284,cds,no,conservative
3255,,,buttsecks,,,,n,EN208,om,no,inclusive
3256,,,self-important,,,,a,EN6919,svp,no,conservative
3257,,,rats,,,,n,EN5764,pr,no,inclusive
3258,,,fieldhand,,,,n,EN3787,qas,no,inclusive
3259,,,filching,,,,n,EN4352,cds,no,inclusive
3260,,,schoolmarms,,,,n,EN4931,cds,no,inclusive
3261,,,chatterer,,,,n,EN622,ddp,yes,conservative
3262,,,oldest profession,,,,n,EN4393,pr,no,inclusive
3263,,,conspiracy theorists,,,,n,EN7951,cds,no,inclusive
3264,,,moraliser,,,,n,EN3569,dmc,yes,inclusive
3265,,,hemipteran,,,,n,EN2624,an,no,inclusive
3266,,,abjection,,,,n,EN2,dmc,yes,inclusive
3267,,,shellfish,,,,n,EN5991,an,no,inclusive
3268,,,good-for-naught,,,,n,EN4244,dmc,yes,conservative
3269,,,mozarella,,,,n,EN5402,dmc,yes,inclusive
3270,,,knock-shop,,,,n,EN646,cds,no,inclusive
3271,,,drying racks,,,,n,EN1001,cds,no,inclusive
3272,,,bedlam,,,,n,EN1004,cds,no,inclusive
3273,,,quest,,,,v,EN6610,an,no,inclusive
3274,,,kingpin,,,,n,EN1489,cds,no,inclusive
3275,,,presumption,,,,n,EN1659,cds,no,conservative
3276,,,doggie,,,,n,EN828,an,no,inclusive
3277,,,bookworm,,,,n,EN6805,cds,no,conservative
3278,,,reject,,,,n,EN2857,qas,no,conservative
3279,,,ventrolateral,,,,n,EN3212,om,no,inclusive
3280,,,skirt,,,,n,EN4734,asf,no,conservative
3281,,,neonates,,,,n,EN7060,cds,no,inclusive
3282,,,fatshit,,,,n,EN5562,an,no,conservative
3283,,,whopper,,,,n,EN6540,qas,no,conservative
3284,,,man-crazier,,,,n,EN6285,cds,no,conservative
3285,,,"the ""r"" word",,,,n,EN157,ddp,yes,inclusive
3286,,,gullible,,,,a,EN2968,ddp,yes,conservative
3287,,,negrid,,,,n,EN6136,ps,yes,inclusive
3288,,,slug,,,,n,EN289,an,no,conservative
3289,,,midclavicular line,,,,n,EN3307,om,no,inclusive
3290,,,loansharking,,,,n,EN5091,cds,no,conservative
3291,,,pelias sudetica,,,,n,EN8079,an,no,inclusive
3292,,,messiness,,,,n,EN5252,cds,no,conservative
3293,,,cross-dresser,,,,n,EN7807,om,no,inclusive
3294,,,cowardlinesses,,,,n,EN2522,cds,no,conservative
3295,,,plagiarise,,,,n,EN6972,re,no,inclusive
3296,,,upstart,,,,n,EN6617,cds,no,inclusive
3297,,,maunder,,,,v,EN2528,cds,no,inclusive
3298,,,mafiosos,,,,n,EN5507,cds,no,inclusive
3299,,,falix symbol,,,,n,EN7732,asm,no,inclusive
3300,,,faba vulgaris,,,,n,EN4091,asm,no,inclusive
